name,latitude_deg,longitude_deg,iso_country,iso_region,iata_code
Olive Branch Airport,34.97869873,-89.78690338,US,US-MS,OLV
Komo-Manda Airport,-6.0682,142.8598,PG,PG-HE,KOM
Eppley Airfield,41.3032,-95.894096,US,US-NE,OMA
Omak Airport,48.46440125,-119.5179977,US,US-WA,OMK
The O'Neill Municipal John L Baker Field,42.469898,-98.688103,US,US-NE,ONL
Ontario Municipal Airport,44.0198,-117.013289,US,US-OR,ONO
Newport Municipal Airport,44.580399,-124.057999,US,US-OR,ONP
Ontario International Airport,34.05599976,-117.6009979,US,US-CA,ONT
Miami-Opa Locka Executive Airport,25.907,-80.278397,US,US-FL,OPF
Quonset State Airport,41.5970993,-71.41210175,US,US-RI,NCO
Kakoro(Koroko) Airstrip,-7.834666667,146.5335,PG,PG-GPK,KOR
Chicago O'Hare International Airport,41.9786,-87.9048,US,US-IL,ORD
Norfolk International Airport,36.8946,-76.201202,US,US-VA,ORF
Worcester Regional Airport,42.2673,-71.875702,US,US-MA,ORH
Orlando Executive Airport,28.5455,-81.332901,US,US-FL,ORL
Orcas Island Airport,48.70819855,-122.9100037,US,US-WA,ESD
Oscoda Wurtsmith Airport,44.451599,-83.394096,US,US-MI,OSC
Wittman Regional Airport,43.9844017,-88.55699921,US,US-WI,OSH
The Ohio State University Airport - Don Scott Field,40.0798,-83.072998,US,US-OH,OSU
Southwest Oregon Regional Airport,43.417099,-124.2460022,US,US-OR,OTH
Ottumwa Regional Airport,41.106368,-92.449837,US,US-IA,OTM
University of Oklahoma Westheimer Airport,35.2456,-97.472099,US,US-OK,OUN
Oroville Municipal Airport,39.4878006,-121.6220016,US,US-CA,OVE
Owatonna Degner Regional Airport,44.12340164,-93.26059723,US,US-MN,OWA
Owensboro Daviess County Airport,37.74010086,-87.16680145,US,US-KY,OWB
Norwood Memorial Airport,42.19049835,-71.17289734,US,US-MA,OWD
Central Maine Airport of Norridgewock,44.71549988,-69.86650085,US,US-ME,OWK
Ocean City Municipal Airport,38.3103981,-75.12400055,US,US-MD,OCE
Waterbury Oxford Airport,41.47859955,-73.1352005,US,US-CT,OXC
Miami University Airport,39.50230026,-84.78440094,US,US-OH,OXD
Oxnard Airport,34.20080185,-119.2070007,US,US-CA,OXR
Olga Bay Seaplane Base,57.16149902,-154.2299957,US,US-AK,KOY
St Marys Municipal Airport,41.41249847,-78.50260162,US,US-PA,STQ
Ozona Municipal Airport,30.73530006,-101.2030029,US,US-TX,OZA
Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,US,US-AL,OZR
Samjiyŏn Airport,41.907132,128.409834,KP,KP-10,YJS
Orang (Chongjin) Airport,41.428538,129.647555,KP,KP-09,RGO
Bisbee Municipal Airport,31.36400032,-109.8830032,US,US-AZ,BSQ
Polacca Airport,35.79169846,-110.4229965,US,US-AZ,PXL
San Carlos Apache Airport,33.3531,-110.667,US,US-AZ,GLB
Holbrook Municipal Airport,34.94070053,-110.1380005,US,US-AZ,HBK
Cochise County Airport,32.24539948,-109.8949966,US,US-AZ,CWX
Snohomish County (Paine Field) Airport,47.9063,-122.281998,US,US-WA,PAE
Barkley Regional Airport,37.06079865,-88.77380371,US,US-KY,PAH
Tyndall Air Force Base,30.069599,-85.575401,US,US-FL,PAM
Payson Airport,34.25680161,-111.3389969,US,US-AZ,PJB
Palo Alto Airport of Santa Clara County,37.46110153,-122.1149979,US,US-CA,PAO
Point Baker Seaplane Base,56.35189819,-133.6230011,US,US-AK,KPB
"Pine Bluff Regional Airport, Grider Field",34.174121,-91.935643,US,US-AR,PBF
Plattsburgh International Airport,44.65090179,-73.4681015,US,US-NY,PBG
Palm Beach International Airport,26.68320084,-80.09559631,US,US-FL,PBI
Pike County-Hatcher Field,37.5617981,-82.56639862,US,US-KY,PVL
Prairie Du Chien Municipal Airport,43.01929855,-91.123703,US,US-WI,PCD
DeKalb Peachtree Airport,33.87559891,-84.30200195,US,US-GA,PDK
Eastern Oregon Regional Airport at Pendleton,45.695099,-118.841003,US,US-OR,PDT
Portland International Airport,45.58869934,-122.5979996,US,US-OR,PDX
Yapsiei Airport,-4.628055556,141.0941667,PG,PG-SAN,KPE
Pecos Municipal Airport,31.38240051,-103.5110016,US,US-TX,PEQ
Page Municipal Airport,36.92610168,-111.447998,US,US-AZ,PGA
Charlotte County Airport,26.9202,-81.990501,US,US-FL,PGD
Kirk Field,36.06290054,-90.50779724,US,US-AR,PGR
Pitt Greenville Airport,35.6352005,-77.38529968,US,US-NC,PGV
Harry Clever Field,40.47090149,-81.41970062,US,US-OH,PHD
Newport News Williamsburg International Airport,37.131901,-76.492996,US,US-VA,PHF
Robert F Swinnie Airport,33.4516983,-79.52619934,US,US-SC,ADR
Palm Beach County Glades Airport,26.78499985,-80.69339752,US,US-FL,PHK
Philadelphia International Airport,39.87189865,-75.2410965,US,US-PA,PHL
St Clair County International Airport,42.9109993,-82.52890015,US,US-MI,PHN
Philip Airport,44.04859924,-101.598999,US,US-SD,PHP
Henry County Airport,36.33819962,-88.38289642,US,US-TN,PHT
Phoenix Sky Harbor International Airport,33.435302,-112.005905,US,US-AZ,PHX
General Wayne A. Downing Peoria International Airport,40.6642,-89.693298,US,US-IL,PIA
Hattiesburg Laurel Regional Airport,31.4671,-89.337097,US,US-MS,PIB
St. Petersburg Clearwater International Airport,27.9102,-82.687401,US,US-FL,PIE
Pocatello Regional Airport,42.90980148,-112.5960007,US,US-ID,PIH
Harris County Airport,32.84069824,-84.88240051,US,US-GA,PIM
Pierre Regional Airport,44.38270187,-100.2860031,US,US-SD,PIR
Pittsburgh International Airport,40.49150085,-80.23290253,US,US-PA,PIT
Mid Ohio Valley Regional Airport,39.3451004,-81.43920135,US,US-WV,PKB
Park Rapids Municipal Konshok Field,46.9006,-95.073095,US,US-MN,PKD
Park Falls Municipal Airport,45.95500183,-90.42440033,US,US-WI,PKF
Kapal Airport,-8.630184,142.823756,PG,PG-WPD,KPL
M. Graham Clark Downtown Airport,36.62590027,-93.22889709,US,US-MO,PLK
Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,US,US-MI,PLN
St Clair County Airport,33.55879974,-86.24909973,US,US-AL,PLR
Pembina Municipal Airport,48.94250107,-97.24079895,US,US-ND,PMB
Palmdale Regional Airport / USAF Plant 42 Airport,34.629398,-118.084999,US,US-CA,PMD
Greater Portsmouth Regional Airport,38.84049988,-82.84729767,US,US-OH,PMH
Pompano Beach Airpark,26.24710083,-80.11109924,US,US-FL,PPM
Ralph Wenz Field,42.79550171,-109.8069992,US,US-WY,PWY
Ponca City Regional Airport,36.73199844,-97.09980011,US,US-OK,PNC
Northeast Philadelphia Airport,40.081902,-75.010597,US,US-PA,PNE
Princeton Municipal Airport,45.20069885,-67.56439972,US,US-ME,PNN
Pensacola International Airport,30.4734,-87.1866,US,US-FL,PNS
Pope Field,35.170898,-79.014503,US,US-NC,POB
Brackett Field,34.09159851,-117.7819977,US,US-CA,POC
Polk Army Air Field,31.0447998,-93.1917038,US,US-LA,POE
Poplar Bluff Municipal Airport,36.77389908,-90.32489777,US,US-MO,POF
Dutchess County Airport,41.62659836,-73.88420105,US,US-NY,POU
Powell Municipal Airport,44.86719894,-108.7929993,US,US-WY,POY
Perry Lefors Field,35.61299896,-100.9960022,US,US-TX,PPA
Tri-City Airport,37.32989883,-95.5062027,US,US-KS,PPF
La Porte Municipal Airport,41.57249832,-86.73449707,US,US-IN,LPO
Presque Isle International Airport,46.688999,-68.0448,US,US-ME,PQI
Trent Lott International Airport,30.46279907,-88.52919769,US,US-MS,PGL
Port Williams Seaplane Base,58.49010086,-152.5820007,US,US-AK,KPR
Paso Robles Municipal Airport,35.67290115,-120.6269989,US,US-CA,PRB
Prescott International Airport - Ernest A. Love Field,34.654499,-112.419998,US,US-AZ,PRC
Perry Municipal Airport,41.82799911,-94.15989685,US,US-IA,PRO
Cox Field,33.63660049,-95.45079803,US,US-TX,PRX
Tri Cities Airport,46.26470184,-119.1190033,US,US-WA,PSC
Pittsfield Municipal Airport,42.4268,-73.2929,US,US-MA,PSF
New River Valley Airport,37.13729858,-80.67849731,US,US-VA,PSK
Portsmouth International at Pease Airport,43.07789993,-70.82330322,US,US-NH,PSM
Palestine Municipal Airport,31.77969933,-95.70629883,US,US-TX,PSN
Stevens Field,37.28630066,-107.0559998,US,US-CO,PGO
Palm Springs International Airport,33.8297,-116.507004,US,US-CA,PSP
Palacios Municipal Airport,28.72750092,-96.25099945,US,US-TX,PSX
Dinwiddie County Airport,37.18379974,-77.50740051,US,US-VA,PTB
Oakland County International Airport,42.66550064,-83.42009735,US,US-MI,PTK
Harry P Williams Memorial Airport,29.70949936,-91.33899689,US,US-LA,PTN
Pratt Regional Airport,37.70159912,-98.74690247,US,US-KS,PTT
Porterville Municipal Airport,36.02959824,-119.0630035,US,US-CA,PTV
Heritage Field,40.239601,-75.556702,US,US-PA,PTW
Pueblo Memorial Airport,38.289101,-104.497002,US,US-CO,PUB
Carbon County Regional/Buck Davis Field,39.61389923,-110.7509995,US,US-UT,PUC
Pullman Moscow Regional Airport,46.7439,-117.110001,US,US-WA,PUW
Provincetown Municipal Airport,42.07189941,-70.2213974,US,US-MA,PVC
Theodore Francis Green State Airport,41.725038,-71.425668,US,US-RI,PVD
Placerville Airport,38.7242012,-120.7529984,US,US-CA,PVF
Provo-Utah Lake International Airport,40.2192,-111.723,US,US-UT,PVU
Hale County Airport,34.16809845,-101.7170029,US,US-TX,PVW
Wiley Post Airport,35.53419876,-97.64710236,US,US-OK,PWA
Sher-Wood Airport,48.79029846,-104.5339966,US,US-MT,PWD
Chicago Executive Airport,42.114222,-87.901494,US,US-IL,PWK
Portland International Jetport,43.646198,-70.309303,US,US-ME,PWM
Bremerton National Airport,47.49020004,-122.7649994,US,US-WA,PWT
Port Bailey Seaplane Base,57.93009949,-153.0410004,US,US-AK,KPY
Plymouth Municipal Airport,41.909,-70.728798,US,US-MA,PYM
Kol Airport,-5.731166667,144.846,PG,PG-JI,KQL
Chuja Port Heliport,33.941188,126.324899,KR,KR-49,JCJ
John H Batten Airport,42.76060104,-87.81520081,US,US-WI,RAC
Riverside Municipal Airport,33.9519,-117.445,US,US-CA,RAL
Rapid City Regional Airport,44.04529953,-103.0569992,US,US-SD,RAP
Dallas Executive Airport,32.68090057,-96.86820221,US,US-TX,RBD
Roseburg Regional Airport,43.23880005,-123.3560028,US,US-OR,RBG
Red Bluff Municipal Airport,40.15069962,-122.2519989,US,US-CA,RBL
Lowcountry Regional Airport,32.92100143,-80.64060211,US,US-SC,RBW
Ellsworth Air Force Base,44.14500046,-103.1039963,US,US-SD,RCA
H H Coffield Regional Airport,30.63159943,-96.98970032,US,US-TX,RCK
Fulton County Airport,41.06560135,-86.18170166,US,US-IN,RCR
Nartron Field,43.90000153,-85.51670074,US,US-MI,RCT
Redding Municipal Airport,40.50899887,-122.2929993,US,US-CA,RDD
Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,US,US-PA,RDG
Roberts Field,44.2541008,-121.1500015,US,US-OR,RDM
Grand Forks Air Force Base,47.96110153,-97.40119934,US,US-ND,RDR
Raleigh Durham International Airport,35.87760162,-78.78749847,US,US-NC,RDU
Rome State Airport,42.57770157,-117.8850021,US,US-OR,REO
Chicago Rockford International Airport,42.1954,-89.097198,US,US-IL,RFD
Rooke Field,28.2936,-97.322998,US,US-TX,RFG
Rhinelander Oneida County Airport,45.63119888,-89.46749878,US,US-WI,RHI
Reid-Hillview Airport of Santa Clara County,37.332901,-121.8190002,US,US-CA,RHV
Richmond International Airport,37.50519943,-77.31970215,US,US-VA,RIC
Garfield County Regional Airport,39.526299,-107.726997,US,US-CO,RIL
March Air Reserve Base,33.880699,-117.259003,US,US-CA,RIV
Riverton Regional Airport,43.06420136,-108.4599991,US,US-WY,RIW
Karawari Airstrip,-4.596666667,143.5225,PG,PG-ESW,KRJ
Knox County Regional Airport,44.06010056,-69.09919739,US,US-ME,RKD
Aransas County Airport,28.08679962,-97.04460144,US,US-TX,RKP
Southwest Wyoming Regional Airport,41.5942,-109.065001,US,US-WY,RKS
Rockwood Municipal Airport,35.92229843,-84.68969727,US,US-TN,RKW
Griffiss International Airport,43.23379898,-75.40699768,US,US-NY,RME
Richard B Russell Airport,34.3506012,-85.15799713,US,US-GA,RMG
Warren County Memorial Airport,35.69869995,-85.84380341,US,US-TN,RNC
Randolph Air Force Base,29.529699,-98.2789,US,US-TX,RND
Reno Tahoe International Airport,39.49909973,-119.7679977,US,US-NV,RNO
Renton Municipal Airport,47.49309921,-122.2160034,US,US-WA,RNT
Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,US,US-VA,ROA
Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,US,US-NY,ROC
Rogers Municipal Airport-Carter Field,36.37229919,-94.10690308,US,US-AR,ROG
Roswell Air Center Airport,33.301601,-104.530998,US,US-NM,ROW
Roseau Municipal Rudy Billberg Field,48.85599899,-95.6969986,US,US-MN,ROX
Rice Lake Regional Airport - Carl's Field,45.423024,-91.773127,US,US-WI,RIE
Roundup Airport,46.475095,-108.541497,US,US-MT,RPX
Roben Hood Airport,43.72259903,-85.50409698,US,US-MI,WBR
El Reno Regional Airport,35.47269821,-98.00579834,US,US-OK,RQO
Merrill Municipal Airport,45.19889832,-89.71289825,US,US-WI,RRL
Warroad International Memorial Airport,48.94139862,-95.3483963,US,US-MN,RRT
Russell Municipal Airport,38.87210083,-98.8117981,US,US-KS,RSL
Ruston Regional Airport,32.514187,-92.588517,US,US-LA,RSN
Rochester International Airport,43.908298,-92.5,US,US-MN,RST
Southwest Florida International Airport,26.53619957,-81.75520325,US,US-FL,RSW
Raton Municipal Airport / Crews Field,36.741501,-104.501999,US,US-NM,RTN
Kerau Airport,-8.271612,147.071899,PG,PG-CPM,KRU
Mid-Carolina Regional Airport,35.645901,-80.520302,US,US-NC,SRW
Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,US,US-VT,RUT
Mifflin County Airport,40.67739868,-77.62680054,US,US-PA,RED
Richard Lloyd Jones Jr Airport,36.03960037,-95.98459625,US,US-OK,RVS
Redwood Falls Municipal Airport,44.54719925,-95.08229828,US,US-MN,RWF
Rocky Mount Wilson Regional Airport,35.85630035,-77.89189911,US,US-NC,RWI
Rawlins Municipal Airport/Harvey Field,41.80559921,-107.1999969,US,US-WY,RWL
Rexburg Madison County Airport,43.8339,-111.805002,US,US-ID,RXE
Jasper County Airport,40.94789886,-87.18260193,US,US-IN,RNZ
Ashland Municipal Airport-Sumner Parker Field,42.190265,-122.660648,US,US-OR,AHM
Bandon State Airport,43.08649826,-124.4079971,US,US-OR,BDY
Sunriver Airport,43.87630081,-121.4530029,US,US-OR,SUO
Madras Municipal Airport,44.67020035,-121.1549988,US,US-OR,MDJ
Prineville Airport,44.28699875,-120.9039993,US,US-OR,PRZ
Idaho County Airport,45.9426,-116.123001,US,US-ID,IDH
Shively Field,41.444901,-106.823997,US,US-WY,SAA
Sacramento Executive Airport,38.51250076,-121.4929962,US,US-CA,SAC
Safford Regional Airport,32.85480118,-109.6350021,US,US-AZ,SAD
Santa Fe Municipal Airport,35.61709976,-106.0889969,US,US-NM,SAF
San Diego International Airport,32.73360062,-117.1900024,US,US-CA,SAN
Sparta Community Hunter Field,38.14889908,-89.69869995,US,US-IL,SAR
San Antonio International Airport,29.533701,-98.469803,US,US-TX,SAT
Savannah Hilton Head International Airport,32.12760162,-81.20210266,US,US-GA,SAV
Sawyer International Airport,46.3536,-87.395401,US,US-MI,MQT
Santa Barbara Municipal Airport,34.42620087,-119.8399963,US,US-CA,SBA
San Bernardino International Airport,34.095402,-117.235001,US,US-CA,SBD
Sheboygan County Memorial Airport,43.76959991,-87.85140228,US,US-WI,SBM
South Bend Regional Airport,41.708698,-86.317299,US,US-IN,SBN
San Luis County Regional Airport,35.23680115,-120.6419983,US,US-CA,SBP
Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,US,US-CO,SBS
Shelby Airport,48.54069901,-111.8710022,US,US-MT,SBX
Salisbury Ocean City Wicomico Regional Airport,38.34049988,-75.51029968,US,US-MD,SBY
Scribner State Airport,41.61029816,-96.62989807,US,US-NE,SCB
Schenectady County Airport,42.85250092,-73.92890167,US,US-NY,SCH
Stockton Metropolitan Airport,37.89419937,-121.237999,US,US-CA,SCK
Louisville Muhammad Ali International Airport,38.1744,-85.736,US,US-KY,SDF
Scottsdale Airport,33.6228981,-111.9110031,US,US-AZ,SCF
Brown Field Municipal Airport,32.572639,-116.980019,US,US-CA,SDM
Sidney - Richland Regional Airport,47.706902,-104.193001,US,US-MT,SDY
Seattle–Tacoma International Airport,47.449162,-122.311134,US,US-WA,SEA
Gillespie Field,32.82619858,-116.9720001,US,US-CA,SEE
Sebring Regional Airport,27.45639992,-81.3423996,US,US-FL,SEF
Penn Valley Airport,40.8205986,-76.86389923,US,US-PA,SEG
Craig Field,32.34389877,-86.9878006,US,US-AL,SEM
Stephenville Clark Regional Airport,32.215302,-98.177696,US,US-TX,SEP
Freeman Municipal Airport,38.92359924,-85.90740204,US,US-IN,SER
Sedona Airport,34.84859848,-111.788002,US,US-AZ,SDX
Orlando Sanford International Airport,28.77759933,-81.23750305,US,US-FL,SFB
Felts Field,47.682899,-117.321925,US,US-WA,SFF
Sanford Seacoast Regional Airport,43.39390182,-70.70800018,US,US-ME,SFM
San Francisco International Airport,37.61899948,-122.375,US,US-CA,SFO
North Central State Airport,41.92079926,-71.49140167,US,US-RI,SFZ
Springfield Branson National Airport,37.245701,-93.388603,US,US-MO,SGF
Springfield-Beckley Municipal Airport,39.84030151,-83.84020233,US,US-OH,SGH
Northeast Florida Regional Airport,29.9592,-81.339798,US,US-FL,UST
Sugar Land Regional Airport,29.62229919,-95.65650177,US,US-TX,SGR
Stuttgart Municipal Airport / Carl Humphrey Field,34.599499,-91.574997,US,US-AR,SGT
St George Regional Airport,37.036389,-113.510306,US,US-UT,SGU
Shenandoah Valley Regional Airport,38.263802,-78.8964,US,US-VA,SHD
Sanderson Field,47.23360062,-123.1480026,US,US-WA,SHN
Sheridan County Airport,44.76919937,-106.9800034,US,US-WY,SHR
Shreveport Regional Airport,32.446602,-93.8256,US,US-LA,SHV
Sikeston Memorial Municipal Airport,36.89889908,-89.5617981,US,US-MO,SIK
Sullivan County Airport,39.1147,-87.448303,US,US-IN,SIV
Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,US,US-CA,SJC
St Johns Industrial Air Park,34.51860046,-109.3789978,US,US-AZ,SJN
San Angelo Regional Mathis Field,31.35770035,-100.4960022,US,US-TX,SJT
Fairchild Air Force Base,47.615101,-117.655998,US,US-WA,SKA
Lackland Air Force Base,29.38419914,-98.58110046,US,US-TX,SKF
Taos Regional Airport,36.45819855,-105.6719971,US,US-NM,TSM
Storm Lake Municipal Airport,42.59730148,-95.24069977,US,US-IA,SLB
Salt Lake City International Airport,40.785749,-111.979746,US,US-UT,SLC
Salem Municipal Airport/McNary Field,44.90950012,-123.0029984,US,US-OR,SLE
Smith Field,36.19189835,-94.48999786,US,US-AR,SLG
Adirondack Regional Airport,44.38691,-74.204629,US,US-NY,SLK
Salina Municipal Airport,38.79100037,-97.65219879,US,US-KS,SLN
Salem–Leckrone Airport,38.642899,-88.964203,US,US-IL,SLO
Sulphur Springs Municipal Airport,33.15980148,-95.62110138,US,US-TX,SLR
Smith Field,41.14339828,-85.15280151,US,US-IN,SMD
Lake Cumberland Regional Airport,37.05339813,-84.61589813,US,US-KY,SME
Sacramento International Airport,38.69540024,-121.5910034,US,US-CA,SMF
Lemhi County Airport,45.12379837,-113.8809967,US,US-ID,SMN
Santa Monica Municipal Airport,34.0158,-118.450996,US,US-CA,SMO
Sumter Airport,33.99499893,-80.36129761,US,US-SC,SUM
Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,US,US-CA,SMX
John Wayne Airport-Orange County Airport,33.675701,-117.867996,US,US-CA,SNA
Winston Field,32.690212,-100.948918,US,US-TX,SNK
Shawnee Regional Airport,35.35789871,-96.94280243,US,US-OK,SNL
Salinas Municipal Airport,36.66279984,-121.6060028,US,US-CA,SNS
Sidney Municipal-Lloyd W Carr Field,41.10129929,-102.9850006,US,US-NE,SNY
Moore County Airport,35.237184,-79.389381,US,US-NC,SOP
Show Low Regional Airport,34.265049,-110.007084,US,US-AZ,SOW
Kosipe Airport,-8.450716,147.209195,PG,PG-CPM,KSP
Spartanburg Downtown Memorial Airport,34.91569901,-81.95649719,US,US-SC,SPA
Black Hills Airport-Clyde Ice Field,44.4803009,-103.7829971,US,US-SD,SPF
Albert Whitted Airport,27.7651,-82.626999,US,US-FL,SPG
Abraham Lincoln Capital Airport,39.844101,-89.677902,US,US-IL,SPI
Sheppard Air Force Base / Wichita Falls Municipal Airport,33.9888,-98.491898,US,US-TX,SPS
Spencer Municipal Airport,43.16550064,-95.20279694,US,US-IA,SPW
Whiteside County Airport - Joseph H Bittorf Field,41.742802,-89.6763,US,US-IL,SQI
San Carlos Airport,37.51190186,-122.25,US,US-CA,SQL
Sarasota Bradenton International Airport,27.395399,-82.554398,US,US-FL,SRQ
Sierra Blanca Regional Airport,33.462799,-105.535004,US,US-NM,RUI
Shaw Air Force Base,33.972698,-80.470596,US,US-SC,SSC
Stinson Municipal Airport,29.33699989,-98.47109985,US,US-TX,SSF
St Simons Island Airport,31.1518,-81.391296,US,US-GA,SSI
Saint Cloud Regional Airport,45.5466,-94.059898,US,US-MN,STC
Stevens Point Municipal Airport,44.54520035,-89.53029633,US,US-WI,STE
Rosecrans Memorial Airport,39.77190018,-94.90969849,US,US-MO,STJ
Sterling Municipal Airport,40.613497,-103.263833,US,US-CO,STK
St Louis Lambert International Airport,38.748697,-90.370003,US,US-MO,STL
St Paul Downtown Holman Field,44.93450165,-93.05999756,US,US-MN,STP
Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,US,US-CA,STS
Witham Field,27.18169975,-80.22109985,US,US-FL,SUA
Stroud Municipal Airport,35.78960037,-96.65570068,US,US-OK,SUD
Door County Cherryland Airport,44.84370041,-87.42150116,US,US-WI,SUE
Friedman Memorial Airport,43.50439835,-114.2959976,US,US-ID,SUN
Spirit of St Louis Airport,38.662102,-90.652,US,US-MO,SUS
Travis Air Force Base,38.262699,-121.927002,US,US-CA,SUU
Richard I Bong Memorial Airport,46.688612,-92.095041,US,US-WI,SUW
Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,US,US-IA,SUX
Grant County Airport,32.632293,-108.154263,US,US-NM,SVC
Susanville Municipal Airport,40.375702,-120.572998,US,US-CA,SVE
Statesville Regional Airport,35.76530075,-80.9539032,US,US-NC,SVH
Hunter Army Air Field,32.00999832,-81.14569855,US,US-GA,SVN
New York Stewart International Airport,41.504101,-74.104797,US,US-NY,SWF
Stillwater Regional Airport,36.16120148,-97.08570099,US,US-OK,SWO
Avenger Field,32.4673996,-100.4670029,US,US-TX,SWW
Bomar Field Shelbyville Municipal Airport,35.56010056,-86.44249725,US,US-TN,SYI
Syracuse Hancock International Airport,43.11119843,-76.10630035,US,US-NY,SYR
Sylvester Airport,31.55850029,-83.89569855,US,US-GA,SYV
Whiteman Air Force Base,38.730301,-93.547897,US,US-MO,SZL
Tuba City Airport,36.091146,-111.38286,US,US-AZ,TBC
Perry Stokes Airport,37.25939941,-104.3410034,US,US-CO,TAD
Thorne Bay Seaplane Base,55.68799973,-132.5370026,US,US-AK,KTB
Waynesville-St. Robert Regional Forney field,37.74160004,-92.14070129,US,US-MO,TBN
Statesboro Bulloch County Airport,32.48270035,-81.73690033,US,US-GA,TBR
Katiola Airport,8.132858,-5.06487,CI,CI-VB,KTC
Tucumcari Municipal Airport,35.18280029,-103.6029968,US,US-NM,TCC
Tuscaloosa Regional Airport,33.22060013,-87.61139679,US,US-AL,TCL
McChord Air Force Base,47.137699,-122.475998,US,US-WA,TCM
Truth or Consequences Municipal Airport,33.2369,-107.272003,US,US-NM,TCS
Ed Carlson Memorial Field South Lewis County Airport,46.47719955,-122.8059998,US,US-WA,TDO
Tradewind Airport,35.16989899,-101.8259964,US,US-TX,TDW
Toledo Executive Airport,41.56489944,-83.4822998,US,US-OH,TDZ
Teterboro Airport,40.85010147,-74.06079865,US,US-NJ,TEB
Telluride Regional Airport,37.9538002,-107.9079971,US,US-CO,TEX
Tullahoma Regional Arpt/Wm Northern Field,35.38010025,-86.24639893,US,US-TN,THA
Thompson Falls Airport,47.57350159,-115.2809982,US,US-MT,THM
York Airport,39.917,-76.873001,US,US-PA,THV
Tinker Air Force Base,35.4147,-97.386597,US,US-OK,TIK
Tacoma Narrows Airport,47.26789856,-122.5780029,US,US-WA,TIW
Space Coast Regional Airport,28.51479912,-80.79920197,US,US-FL,TIX
Kennett Memorial Airport,36.22589874,-90.03659821,US,US-MO,KNT
Tallahassee Regional Airport,30.3965,-84.350304,US,US-FL,TLH
Mefford Field,36.15629959,-119.3259964,US,US-CA,TLR
Henry Tift Myers Airport,31.42900085,-83.4885025,US,US-GA,TMA
Miami Executive Airport,25.6479,-80.4328,US,US-FL,TMB
Tillamook Airport,45.41820145,-123.814003,US,US-OR,OTK
Twentynine Palms Airport,34.133901,-115.947347,US,US-CA,TNP
Dade Collier Training and Transition Airport,25.86179924,-80.89700317,US,US-FL,TNT
Newton Municipal Airport,41.6744,-93.021698,US,US-IA,TNU
Tonopah Test Range Airport,37.79880142,-116.7809982,US,US-NV,XSD
Zamperini Field,33.80339813,-118.3399963,US,US-CA,TOA
Toccoa Airport - R.G. Letourneau Field,34.5938,-83.295799,US,US-GA,TOC
Troy Municipal Airport at N Kenneth Campbell Field,31.860399,-86.012101,US,US-AL,TOI
Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,US,US-OH,TOL
Philip Billard Municipal Airport,39.069899,-95.622606,US,US-KS,TOP
Torrington Municipal Airport,42.0644989,-104.1529999,US,US-WY,TOR
Tampa International Airport,27.97550011,-82.53320313,US,US-FL,TPA
Peter O Knight Airport,27.91559982,-82.44930267,US,US-FL,TPF
Tonopah Airport,38.06019974,-117.086998,US,US-NV,TPH
Draughon Miller Central Texas Regional Airport,31.15250015,-97.40779877,US,US-TX,TPL
Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,US,US-TN,TRI
Truckee Tahoe Airport,39.31999969,-120.1399994,US,US-CA,TKF
Terrell Municipal Airport,32.70920181,-96.26740265,US,US-TX,TRL
Jacqueline Cochran Regional Airport,33.62670135,-116.1600037,US,US-CA,TRM
Tehachapi Municipal Airport,35.13499832,-118.439003,US,US-CA,TSP
Portland Troutdale Airport,45.54940033,-122.401001,US,US-OR,TTD
Trenton Mercer Airport,40.27669907,-74.81349945,US,US-NJ,TTN
Tulsa International Airport,36.19839859,-95.88809967,US,US-OK,TUL
Tupelo Regional Airport,34.26810074,-88.76989746,US,US-MS,TUP
Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053,US,US-AZ,TUS
Cherry Capital Airport,44.74140167,-85.5821991,US,US-MI,TVC
Thief River Falls Regional Airport,48.06570053,-96.18499756,US,US-MN,TVF
Thomasville Regional Airport,30.90159988,-83.88130188,US,US-GA,TVI
Lake Tahoe Airport,38.89390182,-119.9950027,US,US-CA,TVL
Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,US,US-ID,TWF
Texarkana Regional Airport (Webb Field),33.453701,-93.990997,US,US-AR,TXK
Taylor Airport,34.45280075,-110.1149979,US,US-AZ,TYZ
Tyler Pounds Regional Airport,32.35409927,-95.40239716,US,US-TX,TYR
McGhee Tyson Airport,35.811001,-83.994003,US,US-TN,TYS
Bullfrog Basin Airport,37.547827,-110.712898,US,US-UT,BFG
J. Randy McKnight Nephi Municipal Airport,39.73681,-111.870063,US,US-UT,NPH
